Epoch[1/1000] Learning-rate: 0.0005, Loss-Train: 624.7258, Loss-Test: 634.7778, Best-Accuracy-Train: 0.0533, Best-Accuracy-Test: 0.0360
Epoch[2/1000] Learning-rate: 0.0005, Loss-Train: 597.3278, Loss-Test: 582.6658, Best-Accuracy-Train: 0.0520, Best-Accuracy-Test: 0.0600
Epoch[3/1000] Learning-rate: 0.0005, Loss-Train: 481.7905, Loss-Test: 374.5388, Best-Accuracy-Train: 0.0653, Best-Accuracy-Test: 0.0600
Epoch[4/1000] Learning-rate: 0.0005, Loss-Train: 283.8276, Loss-Test: 276.8346, Best-Accuracy-Train: 0.0733, Best-Accuracy-Test: 0.0320
Epoch[5/1000] Learning-rate: 0.0005, Loss-Train: 224.3650, Loss-Test: 217.6411, Best-Accuracy-Train: 0.0560, Best-Accuracy-Test: 0.0760
Epoch[6/1000] Learning-rate: 0.0005, Loss-Train: 146.0312, Loss-Test: 93.6693, Best-Accuracy-Train: 0.0520, Best-Accuracy-Test: 0.0880
Epoch[7/1000] Learning-rate: 0.0005, Loss-Train: 50.3534, Loss-Test: 26.5917, Best-Accuracy-Train: 0.1067, Best-Accuracy-Test: 0.1120
Epoch[8/1000] Learning-rate: 0.0005, Loss-Train: 25.5836, Loss-Test: 20.7717, Best-Accuracy-Train: 0.1253, Best-Accuracy-Test: 0.1680
Epoch[9/1000] Learning-rate: 0.0005, Loss-Train: 21.4671, Loss-Test: 18.0140, Best-Accuracy-Train: 0.1613, Best-Accuracy-Test: 0.1840
Epoch[10/1000] Learning-rate: 0.0005, Loss-Train: 18.2505, Loss-Test: 15.1720, Best-Accuracy-Train: 0.1453, Best-Accuracy-Test: 0.1760
Epoch[11/1000] Learning-rate: 0.0005, Loss-Train: 15.2077, Loss-Test: 12.8657, Best-Accuracy-Train: 0.1467, Best-Accuracy-Test: 0.1560
Epoch[12/1000] Learning-rate: 0.0005, Loss-Train: 12.7490, Loss-Test: 11.1858, Best-Accuracy-Train: 0.1560, Best-Accuracy-Test: 0.1840
Epoch[13/1000] Learning-rate: 0.0005, Loss-Train: 10.8248, Loss-Test: 10.2665, Best-Accuracy-Train: 0.1907, Best-Accuracy-Test: 0.1880
Epoch[14/1000] Learning-rate: 0.0005, Loss-Train: 9.5706, Loss-Test: 9.1725, Best-Accuracy-Train: 0.1747, Best-Accuracy-Test: 0.2080
Epoch[15/1000] Learning-rate: 0.0005, Loss-Train: 8.7450, Loss-Test: 8.5177, Best-Accuracy-Train: 0.1907, Best-Accuracy-Test: 0.1960
Epoch[16/1000] Learning-rate: 0.0005, Loss-Train: 8.0554, Loss-Test: 8.2434, Best-Accuracy-Train: 0.1840, Best-Accuracy-Test: 0.2040
Epoch[17/1000] Learning-rate: 0.0005, Loss-Train: 7.6659, Loss-Test: 7.6171, Best-Accuracy-Train: 0.1893, Best-Accuracy-Test: 0.2120
Epoch[18/1000] Learning-rate: 0.0005, Loss-Train: 7.2293, Loss-Test: 7.4473, Best-Accuracy-Train: 0.2080, Best-Accuracy-Test: 0.2080
Epoch[19/1000] Learning-rate: 0.0005, Loss-Train: 6.8135, Loss-Test: 7.0010, Best-Accuracy-Train: 0.2027, Best-Accuracy-Test: 0.2240
Epoch[20/1000] Learning-rate: 0.0005, Loss-Train: 6.5251, Loss-Test: 6.5961, Best-Accuracy-Train: 0.2040, Best-Accuracy-Test: 0.2360
Epoch[21/1000] Learning-rate: 0.0005, Loss-Train: 6.1783, Loss-Test: 6.3887, Best-Accuracy-Train: 0.2107, Best-Accuracy-Test: 0.2160
Epoch[22/1000] Learning-rate: 0.0005, Loss-Train: 5.9245, Loss-Test: 6.1365, Best-Accuracy-Train: 0.2147, Best-Accuracy-Test: 0.2520
Epoch[23/1000] Learning-rate: 0.0005, Loss-Train: 5.6308, Loss-Test: 5.8961, Best-Accuracy-Train: 0.2213, Best-Accuracy-Test: 0.2280
Epoch[24/1000] Learning-rate: 0.0005, Loss-Train: 5.4345, Loss-Test: 5.7482, Best-Accuracy-Train: 0.2307, Best-Accuracy-Test: 0.2400
Epoch[25/1000] Learning-rate: 0.0005, Loss-Train: 5.2903, Loss-Test: 5.5546, Best-Accuracy-Train: 0.2093, Best-Accuracy-Test: 0.2400
Epoch[26/1000] Learning-rate: 0.0005, Loss-Train: 5.0594, Loss-Test: 5.2451, Best-Accuracy-Train: 0.2347, Best-Accuracy-Test: 0.2360
Epoch[27/1000] Learning-rate: 0.0005, Loss-Train: 4.9169, Loss-Test: 5.1685, Best-Accuracy-Train: 0.2173, Best-Accuracy-Test: 0.2280
Epoch[28/1000] Learning-rate: 0.0005, Loss-Train: 4.7145, Loss-Test: 5.0105, Best-Accuracy-Train: 0.2147, Best-Accuracy-Test: 0.2160
Epoch[29/1000] Learning-rate: 0.0005, Loss-Train: 4.6604, Loss-Test: 4.8989, Best-Accuracy-Train: 0.2120, Best-Accuracy-Test: 0.2120
Epoch[30/1000] Learning-rate: 0.0005, Loss-Train: 4.4193, Loss-Test: 4.6963, Best-Accuracy-Train: 0.2080, Best-Accuracy-Test: 0.2440
Epoch[31/1000] Learning-rate: 0.0005, Loss-Train: 4.3105, Loss-Test: 4.5908, Best-Accuracy-Train: 0.2293, Best-Accuracy-Test: 0.2320
Epoch[32/1000] Learning-rate: 0.0005, Loss-Train: 4.1876, Loss-Test: 4.4752, Best-Accuracy-Train: 0.2240, Best-Accuracy-Test: 0.2280
Epoch[33/1000] Learning-rate: 0.0005, Loss-Train: 4.0401, Loss-Test: 4.3496, Best-Accuracy-Train: 0.2187, Best-Accuracy-Test: 0.2200
Epoch[34/1000] Learning-rate: 0.0005, Loss-Train: 3.9368, Loss-Test: 4.2716, Best-Accuracy-Train: 0.2400, Best-Accuracy-Test: 0.2400
Epoch[35/1000] Learning-rate: 0.0005, Loss-Train: 3.8957, Loss-Test: 4.1497, Best-Accuracy-Train: 0.2373, Best-Accuracy-Test: 0.2200
Epoch[36/1000] Learning-rate: 0.0005, Loss-Train: 3.7618, Loss-Test: 4.0345, Best-Accuracy-Train: 0.2347, Best-Accuracy-Test: 0.2240
Epoch[37/1000] Learning-rate: 0.0005, Loss-Train: 3.6341, Loss-Test: 3.9403, Best-Accuracy-Train: 0.2333, Best-Accuracy-Test: 0.2320
